 all D ~ (p/mc)^2/t (sec^-1)
 E(MeV)=  0.1000
  alpha0   Daa         Dap         Dpp
  82.00  0.1472E-03 -0.4508E-05  0.4554E-05
  83.00  0.1002E-03  0.2531E-05  0.3549E-05
  84.00  0.8679E-04  0.3977E-05  0.3428E-05
  85.00  0.9965E-04  0.1575E-05  0.3854E-05
  86.00  0.1141E-03 -0.7615E-06  0.4206E-05
  87.00  0.1147E-03 -0.6287E-06  0.4119E-05
  88.00  0.1110E-03  0.1029E-06  0.3954E-05
  89.00  0.1095E-03  0.2805E-06  0.3910E-05
 E(MeV)=  2.0400
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.1048E-06 -0.1505E-08  0.2242E-08
   6.00  0.1371E-06  0.8224E-09  0.3795E-08
   7.00  0.1787E-06  0.5096E-08  0.6146E-08
   8.00  0.2314E-06  0.1210E-07  0.9634E-08
   9.00  0.2978E-06  0.2286E-07  0.1473E-07
  10.00  0.3803E-06  0.3871E-07  0.2209E-07
  11.00  0.4824E-06  0.6131E-07  0.3267E-07
  12.00  0.6082E-06  0.9271E-07  0.4776E-07
  13.00  0.7618E-06  0.1354E-06  0.6916E-07
  14.00  0.9478E-06  0.1925E-06  0.9929E-07
  15.00  0.1171E-05  0.2674E-06  0.1412E-06
  16.00  0.1436E-05  0.3638E-06  0.1989E-06
  17.00  0.1746E-05  0.4855E-06  0.2772E-06
  18.00  0.2105E-05  0.6355E-06  0.3817E-06
  19.00  0.2516E-05  0.8162E-06  0.5190E-06
  20.00  0.2983E-05  0.1029E-05  0.6966E-06
  21.00  0.3510E-05  0.1280E-05  0.9236E-06
  22.00  0.4109E-05  0.1584E-05  0.1217E-05
  23.00  0.4818E-05  0.1980E-05  0.1622E-05
  24.00  0.5719E-05  0.2566E-05  0.2282E-05
  25.00  0.7057E-05  0.3388E-05  0.4145E-05
  26.00  0.9286E-05  0.4592E-05  0.9728E-05
  27.00  0.1134E-04  0.8048E-05  0.2043E-04
  28.00  0.1171E-04  0.8202E-05  0.2614E-04
  29.00  0.1197E-04  0.7113E-05  0.2607E-04
  30.00  0.1242E-04  0.6079E-05  0.2533E-04
  31.00  0.1307E-04  0.5071E-05  0.2372E-04
  32.00  0.1386E-04  0.4105E-05  0.2153E-04
  33.00  0.1477E-04  0.3215E-05  0.1921E-04
  34.00  0.1575E-04  0.2438E-05  0.1714E-04
  35.00  0.1680E-04  0.1781E-05  0.1554E-04
  36.00  0.1789E-04  0.1219E-05  0.1443E-04
  37.00  0.1899E-04  0.7317E-06  0.1371E-04
  38.00  0.2009E-04  0.3209E-06  0.1324E-04
  39.00  0.2112E-04 -0.2136E-07  0.1287E-04
  40.00  0.2212E-04 -0.3206E-06  0.1253E-04
  41.00  0.2310E-04 -0.6093E-06  0.1218E-04
  42.00  0.2410E-04 -0.9126E-06  0.1182E-04
  43.00  0.2505E-04 -0.1184E-05  0.1140E-04
  44.00  0.2596E-04 -0.1426E-05  0.1093E-04
  45.00  0.2701E-04 -0.1770E-05  0.1056E-04
  46.00  0.2783E-04 -0.1813E-05  0.9892E-05
  47.00  0.2882E-04 -0.1960E-05  0.9376E-05
  48.00  0.2950E-04 -0.1742E-05  0.8594E-05
  49.00  0.3073E-04 -0.1896E-05  0.8208E-05
  50.00  0.3211E-04 -0.2006E-05  0.7849E-05
  51.00  0.3322E-04 -0.1812E-05  0.7311E-05
  52.00  0.3473E-04 -0.1883E-05  0.7079E-05
  53.00  0.3566E-04 -0.1479E-05  0.6561E-05
  54.00  0.3646E-04 -0.1044E-05  0.6108E-05
  55.00  0.3896E-04 -0.1323E-05  0.5984E-05
  56.00  0.4081E-04 -0.1393E-05  0.5716E-05
  57.00  0.3976E-04 -0.4023E-06  0.4941E-05
  58.00  0.4238E-04 -0.1356E-05  0.5058E-05
  59.00  0.4417E-04 -0.1683E-05  0.4595E-05
  60.00  0.4579E-04 -0.1408E-05  0.3513E-05
  61.00  0.4868E-04 -0.1689E-05  0.3602E-05
  62.00  0.5128E-04 -0.1754E-05  0.3581E-05
  63.00  0.5383E-04 -0.1770E-05  0.3548E-05
  64.00  0.5618E-04 -0.1655E-05  0.3476E-05
  65.00  0.5938E-04 -0.1926E-05  0.3614E-05
  66.00  0.6164E-04 -0.1689E-05  0.3526E-05
  67.00  0.6388E-04 -0.1392E-05  0.3438E-05
  68.00  0.6683E-04 -0.1341E-05  0.3460E-05
  69.00  0.7189E-04 -0.1920E-05  0.3702E-05
  70.00  0.7392E-04 -0.1160E-05  0.3454E-05
  71.00  0.7769E-04 -0.1157E-05  0.3546E-05
  72.00  0.7905E-04 -0.6059E-06  0.3508E-05
  73.00  0.7927E-04  0.8547E-07  0.3474E-05
  74.00  0.8282E-04  0.2568E-06  0.3533E-05
  75.00  0.9551E-04 -0.1058E-05  0.3849E-05
  76.00  0.1123E-03 -0.2486E-05  0.4039E-05
  77.00  0.1070E-03 -0.1467E-05  0.4002E-05
  78.00  0.7516E-04  0.3628E-05  0.3335E-05
  79.00  0.7477E-04  0.4245E-05  0.3281E-05
  80.00  0.8836E-04  0.2437E-05  0.3610E-05
  81.00  0.1094E-03 -0.2463E-06  0.4003E-05
  82.00  0.1444E-03 -0.4309E-05  0.4499E-05
  83.00  0.1002E-03  0.2343E-05  0.3555E-05
  84.00  0.8895E-04  0.3525E-05  0.3470E-05
  85.00  0.1059E-03  0.6348E-06  0.3956E-05
  86.00  0.1149E-03 -0.7674E-06  0.4152E-05
  87.00  0.1123E-03 -0.1698E-06  0.4009E-05
  88.00  0.1099E-03  0.3003E-06  0.3915E-05
  89.00  0.1100E-03  0.2605E-06  0.3936E-05
 E(MeV)=  2.2130
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.7333E-07 -0.2539E-08  0.1781E-08
   6.00  0.9684E-07 -0.1748E-08  0.3076E-08
   7.00  0.1276E-06  0.1168E-09  0.5081E-08
   8.00  0.1675E-06  0.3638E-08  0.8108E-08
   9.00  0.2185E-06  0.9614E-08  0.1257E-07
  10.00  0.2832E-06  0.1922E-07  0.1904E-07
  11.00  0.3647E-06  0.3402E-07  0.2827E-07
  12.00  0.4675E-06  0.5608E-07  0.4139E-07
  13.00  0.5962E-06  0.8795E-07  0.6004E-07
  14.00  0.7569E-06  0.1328E-06  0.8669E-07
  15.00  0.9562E-06  0.1947E-06  0.1247E-06
  16.00  0.1201E-05  0.2785E-06  0.1788E-06
  17.00  0.1498E-05  0.3899E-06  0.2549E-06
  18.00  0.1852E-05  0.5342E-06  0.3607E-06
  19.00  0.2269E-05  0.7165E-06  0.5053E-06
  20.00  0.2750E-05  0.9384E-06  0.6991E-06
  21.00  0.3294E-05  0.1198E-05  0.9531E-06
  22.00  0.3896E-05  0.1500E-05  0.1273E-05
  23.00  0.4565E-05  0.1852E-05  0.1679E-05
  24.00  0.5339E-05  0.2307E-05  0.2234E-05
  25.00  0.6460E-05  0.2781E-05  0.3743E-05
  26.00  0.8422E-05  0.3237E-05  0.8499E-05
  27.00  0.1050E-04  0.6389E-05  0.1830E-04
  28.00  0.1110E-04  0.7205E-05  0.2773E-04
  29.00  0.1150E-04  0.6113E-05  0.2698E-04
  30.00  0.1209E-04  0.5037E-05  0.2515E-04
  31.00  0.1282E-04  0.4006E-05  0.2265E-04
  32.00  0.1365E-04  0.3067E-05  0.2005E-04
  33.00  0.1455E-04  0.2262E-05  0.1780E-04
  34.00  0.1551E-04  0.1573E-05  0.1617E-04
  35.00  0.1653E-04  0.9711E-06  0.1512E-04
  36.00  0.1757E-04  0.4594E-06  0.1449E-04
  37.00  0.1854E-04  0.3920E-07  0.1409E-04
  38.00  0.1950E-04 -0.3234E-06  0.1378E-04
  39.00  0.2041E-04 -0.6391E-06  0.1345E-04
  40.00  0.2128E-04 -0.9026E-06  0.1304E-04
  41.00  0.2212E-04 -0.1127E-05  0.1254E-04
  42.00  0.2298E-04 -0.1404E-05  0.1201E-04
  43.00  0.2385E-04 -0.1680E-05  0.1144E-04
  44.00  0.2468E-04 -0.1902E-05  0.1081E-04
  45.00  0.2573E-04 -0.2356E-05  0.1045E-04
  46.00  0.2637E-04 -0.2381E-05  0.9710E-05
  47.00  0.2725E-04 -0.2546E-05  0.9150E-05
  48.00  0.2774E-04 -0.2303E-05  0.8306E-05
  49.00  0.2885E-04 -0.2526E-05  0.7978E-05
  50.00  0.3000E-04 -0.2624E-05  0.7607E-05
  51.00  0.3083E-04 -0.2296E-05  0.6959E-05
  52.00  0.3244E-04 -0.2513E-05  0.6848E-05
  53.00  0.3335E-04 -0.2135E-05  0.6364E-05
  54.00  0.3419E-04 -0.1715E-05  0.5946E-05
  55.00  0.3609E-04 -0.1769E-05  0.5808E-05
  56.00  0.3854E-04 -0.1965E-05  0.5626E-05
  57.00  0.3756E-04 -0.8855E-06  0.4863E-05
  58.00  0.3992E-04 -0.1651E-05  0.4904E-05
  59.00  0.4165E-04 -0.2009E-05  0.4443E-05
  60.00  0.4358E-04 -0.1936E-05  0.3467E-05
  61.00  0.4630E-04 -0.2196E-05  0.3520E-05
  62.00  0.4874E-04 -0.2273E-05  0.3488E-05
  63.00  0.5120E-04 -0.2292E-05  0.3439E-05
  64.00  0.5364E-04 -0.2260E-05  0.3386E-05
  65.00  0.5693E-04 -0.2617E-05  0.3544E-05
  66.00  0.5892E-04 -0.2349E-05  0.3434E-05
  67.00  0.6102E-04 -0.2080E-05  0.3345E-05
  68.00  0.6385E-04 -0.2052E-05  0.3373E-05
  69.00  0.6731E-04 -0.2152E-05  0.3437E-05
  70.00  0.7032E-04 -0.1824E-05  0.3354E-05
  71.00  0.7473E-04 -0.1906E-05  0.3455E-05
  72.00  0.7751E-04 -0.1575E-05  0.3453E-05
  73.00  0.7804E-04 -0.9348E-06  0.3433E-05
  74.00  0.7897E-04 -0.3702E-06  0.3452E-05
  75.00  0.8427E-04 -0.1522E-06  0.3454E-05
  76.00  0.1025E-03 -0.2038E-05  0.3828E-05
  77.00  0.1200E-03 -0.4052E-05  0.4228E-05
  78.00  0.7886E-04  0.2300E-05  0.3422E-05
  79.00  0.7262E-04  0.3932E-05  0.3230E-05
  80.00  0.8535E-04  0.2490E-05  0.3524E-05
  81.00  0.1069E-03 -0.1856E-06  0.3942E-05
  82.00  0.1414E-03 -0.4128E-05  0.4440E-05
  83.00  0.1001E-03  0.2148E-05  0.3559E-05
  84.00  0.9135E-04  0.3040E-05  0.3518E-05
  85.00  0.1106E-03 -0.7353E-07  0.4023E-05
  86.00  0.1142E-03 -0.5705E-06  0.4079E-05
  87.00  0.1103E-03  0.1550E-06  0.3931E-05
  88.00  0.1097E-03  0.3094E-06  0.3902E-05
  89.00  0.1106E-03  0.1496E-06  0.3950E-05
 E(MeV)=  2.4010
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.4602E-07 -0.1942E-08  0.1126E-08
   6.00  0.6216E-07 -0.1885E-08  0.2035E-08
   7.00  0.8395E-07 -0.1423E-08  0.3531E-08
   8.00  0.1129E-06 -0.2986E-09  0.5928E-08
   9.00  0.1510E-06  0.1924E-08  0.9665E-08
  10.00  0.2005E-06  0.5978E-08  0.1532E-07
  11.00  0.2643E-06  0.1307E-07  0.2359E-07
  12.00  0.3458E-06  0.2505E-07  0.3536E-07
  13.00  0.4492E-06  0.4452E-07  0.5180E-07
  14.00  0.5808E-06  0.7466E-07  0.7483E-07
  15.00  0.7482E-06  0.1193E-06  0.1077E-06
  16.00  0.9606E-06  0.1836E-06  0.1551E-06
  17.00  0.1228E-05  0.2740E-06  0.2237E-06
  18.00  0.1561E-05  0.3992E-06  0.3228E-06
  19.00  0.1968E-05  0.5676E-06  0.4648E-06
  20.00  0.2455E-05  0.7874E-06  0.6647E-06
  21.00  0.3026E-05  0.1060E-05  0.9411E-06
  22.00  0.3672E-05  0.1382E-05  0.1310E-05
  23.00  0.4370E-05  0.1752E-05  0.1771E-05
  24.00  0.5122E-05  0.2170E-05  0.2344E-05
  25.00  0.6115E-05  0.2451E-05  0.3702E-05
  26.00  0.7873E-05  0.2274E-05  0.7951E-05
  27.00  0.9808E-05  0.4747E-05  0.1596E-04
  28.00  0.1066E-04  0.6177E-05  0.2874E-04
  29.00  0.1119E-04  0.5040E-05  0.2670E-04
  30.00  0.1185E-04  0.3954E-05  0.2385E-04
  31.00  0.1259E-04  0.2974E-05  0.2092E-04
  32.00  0.1342E-04  0.2120E-05  0.1851E-04
  33.00  0.1435E-04  0.1363E-05  0.1688E-04
  34.00  0.1535E-04  0.6970E-06  0.1593E-04
  35.00  0.1634E-04  0.1398E-06  0.1542E-04
  36.00  0.1728E-04 -0.3188E-06  0.1511E-04
  37.00  0.1817E-04 -0.7077E-06  0.1485E-04
  38.00  0.1903E-04 -0.1050E-05  0.1453E-04
  39.00  0.1985E-04 -0.1322E-05  0.1411E-04
  40.00  0.2054E-04 -0.1540E-05  0.1349E-04
  41.00  0.2120E-04 -0.1713E-05  0.1278E-04
  42.00  0.2181E-04 -0.1890E-05  0.1203E-04
  43.00  0.2245E-04 -0.2064E-05  0.1127E-04
  44.00  0.2312E-04 -0.2248E-05  0.1050E-04
  45.00  0.2420E-04 -0.2782E-05  0.1012E-04
  46.00  0.2491E-04 -0.2943E-05  0.9441E-05
  47.00  0.2556E-04 -0.3040E-05  0.8821E-05
  48.00  0.2605E-04 -0.2881E-05  0.8035E-05
  49.00  0.2698E-04 -0.3100E-05  0.7712E-05
  50.00  0.2797E-04 -0.3209E-05  0.7362E-05
  51.00  0.2863E-04 -0.2904E-05  0.6754E-05
  52.00  0.3012E-04 -0.3113E-05  0.6645E-05
  53.00  0.3091E-04 -0.2738E-05  0.6176E-05
  54.00  0.3180E-04 -0.2362E-05  0.5789E-05
  55.00  0.3307E-04 -0.2185E-05  0.5595E-05
  56.00  0.3576E-04 -0.2427E-05  0.5486E-05
  57.00  0.3507E-04 -0.1330E-05  0.4763E-05
  58.00  0.3749E-04 -0.2044E-05  0.4844E-05
  59.00  0.3909E-04 -0.2303E-05  0.4303E-05
  60.00  0.4126E-04 -0.2384E-05  0.3391E-05
  61.00  0.4368E-04 -0.2543E-05  0.3359E-05
  62.00  0.4637E-04 -0.2806E-05  0.3406E-05
  63.00  0.4857E-04 -0.2814E-05  0.3342E-05
  64.00  0.5081E-04 -0.2775E-05  0.3271E-05
  65.00  0.5440E-04 -0.3292E-05  0.3477E-05
  66.00  0.5633E-04 -0.3022E-05  0.3346E-05
  67.00  0.5819E-04 -0.2737E-05  0.3248E-05
  68.00  0.6099E-04 -0.2760E-05  0.3282E-05
  69.00  0.6333E-04 -0.2568E-05  0.3233E-05
  70.00  0.6661E-04 -0.2507E-05  0.3255E-05
  71.00  0.7074E-04 -0.2563E-05  0.3344E-05
  72.00  0.7461E-04 -0.2397E-05  0.3362E-05
  73.00  0.7685E-04 -0.2033E-05  0.3385E-05
  74.00  0.7738E-04 -0.1534E-05  0.3448E-05
  75.00  0.7773E-04 -0.4903E-06  0.3317E-05
  76.00  0.9208E-04 -0.1803E-05  0.3636E-05
  77.00  0.1180E-03 -0.4608E-05  0.4118E-05
  78.00  0.8649E-04  0.3280E-06  0.3546E-05
  79.00  0.7030E-04  0.3459E-05  0.3173E-05
  80.00  0.7836E-04  0.2947E-05  0.3332E-05
  81.00  0.1012E-03  0.2377E-06  0.3801E-05
  82.00  0.1381E-03 -0.4015E-05  0.4376E-05
  83.00  0.9981E-04  0.1934E-05  0.3558E-05
  84.00  0.9414E-04  0.2468E-05  0.3573E-05
  85.00  0.1134E-03 -0.4928E-06  0.4047E-05
  86.00  0.1126E-03 -0.2676E-06  0.3995E-05
  87.00  0.1094E-03  0.2885E-06  0.3891E-05
  88.00  0.1100E-03  0.2216E-06  0.3905E-05
  89.00  0.1111E-03  0.6973E-07  0.3945E-05
 E(MeV)=  2.6050
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.2554E-07 -0.8500E-09  0.5481E-09
   6.00  0.3580E-07 -0.8642E-09  0.1053E-08
   7.00  0.5015E-07 -0.7538E-09  0.1951E-08
   8.00  0.6999E-07 -0.4703E-09  0.3515E-08
   9.00  0.9720E-07  0.6198E-10  0.6183E-08
  10.00  0.1341E-06  0.1011E-08  0.1061E-07
  11.00  0.1835E-06  0.2795E-08  0.1770E-07
  12.00  0.2485E-06  0.6405E-08  0.2851E-07
  13.00  0.3326E-06  0.1384E-07  0.4419E-07
  14.00  0.4400E-06  0.2848E-07  0.6581E-07
  15.00  0.5771E-06  0.5460E-07  0.9515E-07
  16.00  0.7533E-06  0.9678E-07  0.1362E-06
  17.00  0.9811E-06  0.1609E-06  0.1955E-06
  18.00  0.1275E-05  0.2552E-06  0.2829E-06
  19.00  0.1648E-05  0.3923E-06  0.4116E-06
  20.00  0.2117E-05  0.5848E-06  0.6018E-06
  21.00  0.2690E-05  0.8476E-06  0.8786E-06
  22.00  0.3377E-05  0.1180E-05  0.1278E-05
  23.00  0.4140E-05  0.1587E-05  0.1814E-05
  24.00  0.4957E-05  0.2036E-05  0.2494E-05
  25.00  0.5910E-05  0.2277E-05  0.3875E-05
  26.00  0.7602E-05  0.1606E-05  0.8005E-05
  27.00  0.9254E-05  0.3348E-05  0.1398E-04
  28.00  0.1034E-04  0.5088E-05  0.2839E-04
  29.00  0.1091E-04  0.3953E-05  0.2513E-04
  30.00  0.1160E-04  0.2904E-05  0.2186E-04
  31.00  0.1240E-04  0.1970E-05  0.1931E-04
  32.00  0.1333E-04  0.1130E-05  0.1770E-04
  33.00  0.1432E-04  0.3910E-06  0.1687E-04
  34.00  0.1528E-04 -0.2102E-06  0.1648E-04
  35.00  0.1616E-04 -0.6915E-06  0.1626E-04
  36.00  0.1701E-04 -0.1099E-05  0.1603E-04
  37.00  0.1778E-04 -0.1371E-05  0.1566E-04
  38.00  0.1845E-04 -0.1600E-05  0.1509E-04
  39.00  0.1904E-04 -0.1808E-05  0.1439E-04
  40.00  0.1963E-04 -0.1878E-05  0.1360E-04
  41.00  0.2019E-04 -0.2248E-05  0.1275E-04
  42.00  0.2072E-04 -0.2413E-05  0.1188E-04
  43.00  0.2123E-04 -0.2593E-05  0.1102E-04
  44.00  0.2169E-04 -0.2709E-05  0.1016E-04
  45.00  0.2244E-04 -0.3060E-05  0.9621E-05
  46.00  0.2327E-04 -0.3351E-05  0.9048E-05
  47.00  0.2406E-04 -0.3610E-05  0.8564E-05
  48.00  0.2424E-04 -0.3341E-05  0.7748E-05
  49.00  0.2520E-04 -0.3638E-05  0.7486E-05
  50.00  0.2587E-04 -0.3667E-05  0.7116E-05
  51.00  0.2640E-04 -0.3408E-05  0.6564E-05
  52.00  0.2777E-04 -0.3637E-05  0.6460E-05
  53.00  0.2855E-04 -0.3322E-05  0.6011E-05
  54.00  0.2931E-04 -0.2956E-05  0.5632E-05
  55.00  0.3014E-04 -0.2587E-05  0.5339E-05
  56.00  0.3295E-04 -0.2957E-05  0.5375E-05
  57.00  0.3256E-04 -0.1840E-05  0.4669E-05
  58.00  0.3483E-04 -0.2281E-05  0.4655E-05
  59.00  0.3670E-04 -0.2661E-05  0.4211E-05
  60.00  0.3830E-04 -0.2576E-05  0.3227E-05
  61.00  0.4081E-04 -0.2764E-05  0.3173E-05
  62.00  0.4390E-04 -0.3252E-05  0.3313E-05
  63.00  0.4621E-04 -0.3324E-05  0.3256E-05
  64.00  0.4827E-04 -0.3297E-05  0.3182E-05
  65.00  0.5147E-04 -0.3736E-05  0.3342E-05
  66.00  0.5364E-04 -0.3621E-05  0.3248E-05
  67.00  0.5560E-04 -0.3435E-05  0.3172E-05
  68.00  0.5798E-04 -0.3384E-05  0.3178E-05
  69.00  0.6024E-04 -0.3176E-05  0.3101E-05
  70.00  0.6312E-04 -0.3182E-05  0.3153E-05
  71.00  0.6681E-04 -0.3237E-05  0.3236E-05
  72.00  0.7056E-04 -0.3080E-05  0.3245E-05
  73.00  0.7448E-04 -0.2985E-05  0.3301E-05
  74.00  0.7605E-04 -0.2646E-05  0.3378E-05
  75.00  0.7328E-04 -0.1238E-05  0.3215E-05
  76.00  0.8243E-04 -0.1826E-05  0.3448E-05
  77.00  0.1042E-03 -0.3731E-05  0.3770E-05
  78.00  0.1040E-03 -0.3110E-05  0.3814E-05
  79.00  0.6789E-04  0.2787E-05  0.3110E-05
  80.00  0.7503E-04  0.2559E-05  0.3250E-05
  81.00  0.9703E-04  0.1065E-06  0.3708E-05
  82.00  0.1339E-03 -0.3928E-05  0.4290E-05
  83.00  0.9898E-04  0.1674E-05  0.3547E-05
  84.00  0.9788E-04  0.1705E-05  0.3648E-05
  85.00  0.1141E-03 -0.6279E-06  0.4028E-05
  86.00  0.1108E-03  0.3066E-07  0.3920E-05
  87.00  0.1094E-03  0.2602E-06  0.3881E-05
  88.00  0.1103E-03  0.1381E-06  0.3903E-05
  89.00  0.1113E-03  0.3961E-07  0.3928E-05
 E(MeV)=  2.8260
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.1327E-07 -0.2138E-09  0.2275E-09
   6.00  0.1941E-07 -0.1466E-09  0.4662E-09
   7.00  0.2828E-07  0.1895E-10  0.9175E-09
   8.00  0.4101E-07  0.3010E-09  0.1757E-08
   9.00  0.5915E-07  0.6905E-09  0.3300E-08
  10.00  0.8493E-07  0.1089E-08  0.6113E-08
  11.00  0.1213E-06  0.1288E-08  0.1116E-07
  12.00  0.1721E-06  0.1072E-08  0.1994E-07
  13.00  0.2414E-06  0.6482E-09  0.3437E-07
  14.00  0.3332E-06  0.1958E-08  0.5627E-07
  15.00  0.4508E-06  0.9213E-08  0.8660E-07
  16.00  0.5996E-06  0.2902E-07  0.1261E-06
  17.00  0.7907E-06  0.6684E-07  0.1792E-06
  18.00  0.1041E-05  0.1286E-06  0.2554E-06
  19.00  0.1368E-05  0.2244E-06  0.3686E-06
  20.00  0.1791E-05  0.3720E-06  0.5374E-06
  21.00  0.2337E-05  0.5890E-06  0.7953E-06
  22.00  0.3017E-05  0.9014E-06  0.1182E-05
  23.00  0.3847E-05  0.1305E-05  0.1769E-05
  24.00  0.4740E-05  0.1827E-05  0.2555E-05
  25.00  0.5787E-05  0.2102E-05  0.4130E-05
  26.00  0.7477E-05  0.1168E-05  0.8448E-05
  27.00  0.8896E-05  0.2234E-05  0.1277E-04
  28.00  0.1005E-04  0.3985E-05  0.2656E-04
  29.00  0.1070E-04  0.2846E-05  0.2294E-04
  30.00  0.1149E-04  0.1822E-05  0.2021E-04
  31.00  0.1243E-04  0.8835E-06  0.1864E-04
  32.00  0.1338E-04  0.1064E-06  0.1790E-04
  33.00  0.1422E-04 -0.4740E-06  0.1759E-04
  34.00  0.1502E-04 -0.9422E-06  0.1743E-04
  35.00  0.1577E-04 -0.1319E-05  0.1720E-04
  36.00  0.1639E-04 -0.1523E-05  0.1674E-04
  37.00  0.1690E-04 -0.1705E-05  0.1605E-04
  38.00  0.1735E-04 -0.1828E-05  0.1517E-04
  39.00  0.1781E-04 -0.2069E-05  0.1421E-04
  40.00  0.1827E-04 -0.2166E-05  0.1319E-04
  41.00  0.1876E-04 -0.2417E-05  0.1224E-04
  42.00  0.1934E-04 -0.2734E-05  0.1138E-04
  43.00  0.2004E-04 -0.3113E-05  0.1065E-04
  44.00  0.2050E-04 -0.3291E-05  0.9861E-05
  45.00  0.2114E-04 -0.3627E-05  0.9347E-05
  46.00  0.2152E-04 -0.3681E-05  0.8687E-05
  47.00  0.2244E-04 -0.4058E-05  0.8335E-05
  48.00  0.2275E-04 -0.3903E-05  0.7617E-05
  49.00  0.2333E-04 -0.4007E-05  0.7254E-05
  50.00  0.2409E-04 -0.4176E-05  0.6977E-05
  51.00  0.2440E-04 -0.3909E-05  0.6422E-05
  52.00  0.2543E-04 -0.4062E-05  0.6263E-05
  53.00  0.2616E-04 -0.3787E-05  0.5806E-05
  54.00  0.2693E-04 -0.3526E-05  0.5476E-05
  55.00  0.2734E-04 -0.2951E-05  0.5034E-05
  56.00  0.2987E-04 -0.3167E-05  0.4988E-05
  57.00  0.3040E-04 -0.2515E-05  0.4615E-05
  58.00  0.3209E-04 -0.2547E-05  0.4489E-05
  59.00  0.3378E-04 -0.2816E-05  0.4073E-05
  60.00  0.3530E-04 -0.2752E-05  0.3085E-05
  61.00  0.3769E-04 -0.2940E-05  0.3029E-05
  62.00  0.4087E-04 -0.3453E-05  0.3151E-05
  63.00  0.4373E-04 -0.3763E-05  0.3174E-05
  64.00  0.4593E-04 -0.3794E-05  0.3102E-05
  65.00  0.4850E-04 -0.4043E-05  0.3168E-05
  66.00  0.5069E-04 -0.4038E-05  0.3118E-05
  67.00  0.5315E-04 -0.4066E-05  0.3092E-05
  68.00  0.5541E-04 -0.4069E-05  0.3105E-05
  69.00  0.5714E-04 -0.3780E-05  0.2996E-05
  70.00  0.6040E-04 -0.3941E-05  0.3074E-05
  71.00  0.6326E-04 -0.3894E-05  0.3123E-05
  72.00  0.6602E-04 -0.3657E-05  0.3113E-05
  73.00  0.7049E-04 -0.3679E-05  0.3177E-05
  74.00  0.7408E-04 -0.3605E-05  0.3264E-05
  75.00  0.7132E-04 -0.2370E-05  0.3152E-05
  76.00  0.7501E-04 -0.2262E-05  0.3300E-05
  77.00  0.8818E-04 -0.2722E-05  0.3374E-05
  78.00  0.1223E-03 -0.6660E-05  0.4058E-05
  79.00  0.6587E-04  0.1834E-05  0.3050E-05
  80.00  0.7415E-04  0.1481E-05  0.3246E-05
  81.00  0.8972E-04  0.2579E-06  0.3529E-05
  82.00  0.1285E-03 -0.3972E-05  0.4182E-05
  83.00  0.9755E-04  0.1315E-05  0.3519E-05
  84.00  0.1019E-03  0.7766E-06  0.3724E-05
  85.00  0.1134E-03 -0.6347E-06  0.3977E-05
  86.00  0.1095E-03  0.1874E-06  0.3868E-05
  87.00  0.1097E-03  0.1654E-06  0.3880E-05
  88.00  0.1106E-03  0.8931E-07  0.3894E-05
  89.00  0.1112E-03  0.3513E-07  0.3909E-05
 E(MeV)=  3.0660
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.7176E-08 -0.6811E-10  0.1057E-09
   6.00  0.1092E-07 -0.2567E-10  0.2294E-09
   7.00  0.1644E-07  0.9844E-10  0.4686E-09
   8.00  0.2452E-07  0.3570E-09  0.9190E-09
   9.00  0.3632E-07  0.8007E-09  0.1757E-08
  10.00  0.5349E-07  0.1430E-08  0.3318E-08
  11.00  0.7857E-07  0.2071E-08  0.6266E-08
  12.00  0.1153E-06  0.2158E-08  0.1191E-07
